iter	Huber:delta=1.0
0	0.1951321548
1	0.1801716557
2	0.1638254212
3	0.1515310524
4	0.1431810932
5	0.1353556651
6	0.1277065898
7	0.1198808436
8	0.1138936849
9	0.1079679059
10	0.1023682545
11	0.09728817139
12	0.09232699453
13	0.08768398302
14	0.08330780131
15	0.07907021815
16	0.07485029934
17	0.07122455925
18	0.06773673973
19	0.06440446383
20	0.06137499634
21	0.05839695654
22	0.05549416245
23	0.0528221333
24	0.05022972244
25	0.04777169294
26	0.04547719727
27	0.04342308256
28	0.04142923667
29	0.03940691263
30	0.03753815895
31	0.0358730781
32	0.03424022266
33	0.03262232837
34	0.03118059901
35	0.02971032586
36	0.0283693221
37	0.02715931107
38	0.02587143474
39	0.02470017101
40	0.02371442865
41	0.02271696102
42	0.02185199265
43	0.02099997815
44	0.0201017657
45	0.01927094364
46	0.01850136362
47	0.01772491705
48	0.01702129864
49	0.0163369275
50	0.01564725563
51	0.01508712238
52	0.01456550098
53	0.01406419294
54	0.01356832776
55	0.01311745594
56	0.01262948524
57	0.0122398898
58	0.01182380237
59	0.01142371766
60	0.01102587009
61	0.01070478034
62	0.01032009367
63	0.01004821086
64	0.009720612982
65	0.009437297769
66	0.009122822001
67	0.008828904376
68	0.008609291651
69	0.008392772087
70	0.008141295753
71	0.007881805879
72	0.007672398726
73	0.007484008583
74	0.007297952626
75	0.007101090918
76	0.006937961779
77	0.006743009794
78	0.006588302497
79	0.006443373145
80	0.00630210739
81	0.006171144615
82	0.00602237001
83	0.005890237696
84	0.005760018901
85	0.005651902216
86	0.005533756837
87	0.005436130857
88	0.005331737226
89	0.00521023733
90	0.005090486792
91	0.004980189496
92	0.00488931834
93	0.00480779837
94	0.004711439075
95	0.004626483863
96	0.004553116664
97	0.004467672246
98	0.00437934647
99	0.004295265563
100	0.004226732903
101	0.004143734183
102	0.004068032732
103	0.004009695916
104	0.003948146149
105	0.003897520922
106	0.003821092128
107	0.003760103477
108	0.003686382758
109	0.003636437242
110	0.003568084976
111	0.003525252042
112	0.003473427985
113	0.003426558702
114	0.003373659901
115	0.003328345904
116	0.00328553763
117	0.003248515015
118	0.003215496533
119	0.003177671968
120	0.003134750171
121	0.003093474417
122	0.003051541762
123	0.003019508198
124	0.002990011912
125	0.002960929839
126	0.00292673712
127	0.00288543056
128	0.002856149657
129	0.002821819481
130	0.002792271593
131	0.002769219588
132	0.002735718501
133	0.002693048861
134	0.00266478702
135	0.002640526458
136	0.002612236378
137	0.002582919793
138	0.002553526018
139	0.002535051845
140	0.002505137292
141	0.002480894822
142	0.002454520614
143	0.002434118089
144	0.002416060483
145	0.002389777096
146	0.002373897234
147	0.002360049298
148	0.002344489826
149	0.002328190774
150	0.00230535362
151	0.002289058742
152	0.002264640783
153	0.002253799106
154	0.002235317837
155	0.002213267911
156	0.002196672578
157	0.002174304484
158	0.002161270361
159	0.002141201791
160	0.002119293439
161	0.002108557994
162	0.002092329626
163	0.002074489638
164	0.002058978614
165	0.002046234053
166	0.002034913014
167	0.002017570536
168	0.002003200047
169	0.001990633096
170	0.00198105266
171	0.001968867256
172	0.001958763283
173	0.001947474817
174	0.0019321105
175	0.001917555608
176	0.001909121385
177	0.001898208074
178	0.00188686282
179	0.001875304602
180	0.00186163427
181	0.001855098629
182	0.001846666264
183	0.001830559732
184	0.001820736994
185	0.001812417303
186	0.001800941696
187	0.00178801363
188	0.001779415395
189	0.001771841746
190	0.001763166101
191	0.00175417471
192	0.001743325164
193	0.001734727832
194	0.001726627189
195	0.001720532869
196	0.001714243354
197	0.001706572677
198	0.001697761499
199	0.001690249705
200	0.001684164608
201	0.001676920418
202	0.001670288975
203	0.001666678145
204	0.001658833864
205	0.001653654574
206	0.001645821289
207	0.001641005421
208	0.001629136823
209	0.001622668804
210	0.001615081772
211	0.001607878583
212	0.001602917524
213	0.001594594103
214	0.001585384267
215	0.001581161236
216	0.001573137067
217	0.001567315594
218	0.001559861462
219	0.001551334406
220	0.0015464227
221	0.001538572011
222	0.0015330802
223	0.001527928613
224	0.001524490299
225	0.001519495146
226	0.001510668712
227	0.001501424138
228	0.001491462886
229	0.001487318785
230	0.001480629845
231	0.00147821686
232	0.001471084059
233	0.001465439788
234	0.001458998143
235	0.001453425447
236	0.00144878438
237	0.001446138143
238	0.001439684127
239	0.001435776334
240	0.001431791208
241	0.001426718551
242	0.001423659501
243	0.001416658444
244	0.001407713703
245	0.001402939051
246	0.001397713792
247	0.001393299255
248	0.001389743389
249	0.001385756861
250	0.001381661679
251	0.001375602825
252	0.001368515864
253	0.001361105307
254	0.001357227728
255	0.001355450388
256	0.001351762329
257	0.001348838412
258	0.001341177278
259	0.001337888915
260	0.001334447721
261	0.001330266218
262	0.001323696305
263	0.001320699493
264	0.001316410061
265	0.001313296877
266	0.001310114156
267	0.001305906543
268	0.001304030586
269	0.001300883953
270	0.001297389795
271	0.001292546697
272	0.001286901599
273	0.001283594813
274	0.001280353457
275	0.001275355772
276	0.001270119476
277	0.001266498349
278	0.001263780272
279	0.001260016161
280	0.001256876342
281	0.001255054412
282	0.001252726771
283	0.00124977239
284	0.001245937021
285	0.00124383198
286	0.001240732564
287	0.001237925946
288	0.001233103754
289	0.001228508921
290	0.001226923925
291	0.001223278337
292	0.0012209267
293	0.001219805334
294	0.001218328355
295	0.001216883058
296	0.001212732603
297	0.001208454322
298	0.001204674794
299	0.001199639948
300	0.001195988432
301	0.00119302832
302	0.001191584806
303	0.001188511277
304	0.001184823264
305	0.00117980792
306	0.001177051726
307	0.001173974123
308	0.001169670557
309	0.001165836442
310	0.001162051021
311	0.001159288727
312	0.001156647228
313	0.001153407332
314	0.001150220243
315	0.00114796507
316	0.001145819527
317	0.001143169207
318	0.001139712532
319	0.001136765308
320	0.001134537124
321	0.00113102631
322	0.001126426508
323	0.001122675772
324	0.001118124388
325	0.00111454136
326	0.001111925046
327	0.001110342092
328	0.001108489477
329	0.001106843988
330	0.001102833124
331	0.001100491768
332	0.001095902971
333	0.001094754581
334	0.001092158953
335	0.001090336454
336	0.001088479269
337	0.001086603318
338	0.001085536217
339	0.001081375331
340	0.001078602945
341	0.001077140047
342	0.001075298771
343	0.001072763646
344	0.001071580025
345	0.00107017377
346	0.001067036991
347	0.001065450324
348	0.001063376778
349	0.001062227401
350	0.001061144853
351	0.001059478484
352	0.001058452604
353	0.001055283914
354	0.001051341518
355	0.001050355787
356	0.001047439151
357	0.00104455497
358	0.001042436837
359	0.001040532617
360	0.001039024552
361	0.001036684943
362	0.001033720707
363	0.001031055923
364	0.001028771481
365	0.001026415418
366	0.001023305918
367	0.001020547386
368	0.001017900841
369	0.001014441139
370	0.001013114255
371	0.001011329785
372	0.001008191427
373	0.001004826474
374	0.001003191381
375	0.001002253691
376	0.001000025989
377	0.0009966188369
378	0.0009944207575
379	0.0009922651215
380	0.0009895025296
381	0.0009882696048
382	0.00098718984
383	0.0009851566104
384	0.000982941541
385	0.0009805816806
386	0.0009795227793
387	0.0009779823818
388	0.0009756033675
389	0.0009728800138
390	0.0009707529821
391	0.0009692827968
392	0.0009678472208
393	0.0009664994435
394	0.0009651142012
395	0.0009636766323
396	0.0009623934914
397	0.0009606776397
398	0.0009590908302
399	0.000958420366
400	0.000956917714
401	0.0009548526049
402	0.0009519236436
403	0.0009504834629
404	0.0009492822391
405	0.000947290429
406	0.0009460531895
407	0.0009446076115
408	0.0009433037874
409	0.0009424063465
410	0.0009413614712
411	0.0009404224252
412	0.0009385069824
413	0.0009366541223
414	0.000935357082
415	0.0009342995382
416	0.0009336418724
417	0.0009316327018
418	0.0009303772008
419	0.0009280527595
420	0.0009259022662
421	0.0009251914169
422	0.000922612151
423	0.0009210343035
424	0.000919291537
425	0.0009184329559
426	0.0009165760212
427	0.0009147568136
428	0.0009136880055
429	0.0009126253229
430	0.0009109130338
431	0.0009078740232
432	0.0009067879489
433	0.000905289178
434	0.0009036762821
435	0.0009028741485
436	0.0009017044573
437	0.0009002231208
438	0.0008990669222
439	0.0008981479281
440	0.000897231753
441	0.0008956755538
442	0.0008946594633
443	0.0008939490477
444	0.0008917338263
445	0.0008904351418
446	0.0008882141922
447	0.0008874100999
448	0.0008853783679
449	0.000884407737
450	0.0008828177401
451	0.0008817705672
452	0.0008803960411
453	0.0008790800569
454	0.0008778325275
455	0.000876332935
456	0.0008751724651
457	0.0008740382415
458	0.0008725969303
459	0.0008713348592
460	0.0008700895473
461	0.000869256036
462	0.0008676410853
463	0.0008662107472
464	0.0008649088706
465	0.0008632139771
466	0.0008616894703
467	0.0008603538281
468	0.0008587310491
469	0.0008576891041
470	0.00085565494
471	0.0008544097641
472	0.0008536131852
473	0.0008519475564
474	0.000851059563
475	0.0008499049787
476	0.0008490193406
477	0.0008483304144
478	0.0008474583803
479	0.0008461199667
480	0.0008448700428
481	0.0008435301266
482	0.000842995663
483	0.0008422390478
484	0.0008410701225
485	0.000839202589
486	0.0008381099704
487	0.0008368104553
488	0.0008357531827
489	0.0008350119427
490	0.0008336157979
491	0.0008326353044
492	0.0008316580464
493	0.0008310100923
494	0.0008302080204
495	0.0008293375971
496	0.0008285754613
497	0.0008270346248
498	0.0008258853142
499	0.0008243934138
500	0.0008235221768
501	0.0008218576407
502	0.000820457724
503	0.0008189600849
504	0.0008178844106
505	0.0008159955575
506	0.000815028827
507	0.0008136709287
508	0.0008130416349
509	0.0008118569577
510	0.0008106919033
511	0.0008098560334
512	0.0008092914417
513	0.0008086506201
514	0.0008079588549
515	0.000807025463
516	0.0008056724325
517	0.0008048300278
518	0.0008042409476
519	0.0008030241972
520	0.0008011678149
521	0.0008007679654
522	0.000800230963
523	0.0007997081387
524	0.0007979320656
525	0.0007972107592
526	0.0007963784196
527	0.0007956934546
528	0.0007942615926
529	0.0007939044434
530	0.0007929454024
531	0.0007916078745
532	0.0007896158928
533	0.0007883998458
534	0.0007877030462
535	0.0007874432693
536	0.0007864528564
537	0.000785769435
538	0.0007848474204
539	0.0007837471611
540	0.0007826328096
541	0.0007815266061
542	0.0007804790573
